Energia,Ao_vivo,Tempo,Falado,Orgânico,Instrumental,Compasso,Dançabilidade,Tom,Duração,Força,Positividade,Modo,Tipo,Music_id,Playlist_name,Album_name,Artista,Music_name
"0,93","0,149","130,94","0,0783","0,00364","0,00124",4,"0,659",4,201960,"0,675305053995079","0,534",0,audio_features,7CpbhqKUedOIrcvc94p60Y,Angry,Sinner,Drowning Pool,Bodies
"0,983","0,148","167,394","0,115","0,00134","0,000837",4,"0,311",8,316920,"0,585800853359287","0,177",1,audio_features,0m9xl23pyUMGrxwP1YdSe2,Angry,Hydrograd,Stone Sour,Taipei Person / Allah Tea
"0,98","0,132","114,035","0,156","0,000103","0,0446",4,"0,59",6,242813,"0,567871404396838","0,137",0,audio_features,7osayeDbjJBTlJoHoO2f2s,Angry,"House of Gold & Bones, Part 2",Stone Sour,Black John
"0,981","0,145","140,02","0,141","0,000481","0,00508",4,"0,509",3,224427,"0,600620290919472","0,242",0,audio_features,4Ma6fKktonx1Tu7Lzljcz5,Angry,"House of Gold & Bones, Part 2",Stone Sour,Do Me a Favor
"0,996","0,368","145,037","0,104","0,0000148","0,018",4,"0,474",6,283053,"0,662292748583174","0,253",1,audio_features,3GUDcoI8YXplwIjMcmyT0F,Angry,"House of Gold & Bones, Part 2",Stone Sour,The House of Gold & Bones
"0,898","0,211","103,75","0,0535","0,0000196","0,356",4,"0,456",1,284733,"0,58398272461893","0,191",0,audio_features,1affmqYEiocPZE44XCitpo,Angry,Come What(ever) May,Stone Sour,Your God
"0,973","0,154","93,63","0,0857","0,00000655","0,013",4,"0,519",6,195320,"0,639513917051758","0,498",1,audio_features,25eqRfzVSLLd0mLqYJlzSG,Angry,Come What(ever) May,Stone Sour,Reborn
"0,875","0,402","75,009","0,0422","0,00752","0,000461",4,"0,284",11,340907,"0,497221615184048","0,595",0,audio_features,1L94M3KIu7QluZe63g64rv,Angry,Ten,Pearl Jam,Alive
"0,995","0,0599",148,"0,107","0,000533",0,4,"0,531",2,195091,"0,673829468489503","0,363",1,audio_features,6lvtWK82l7aQmIGbC1yJfY,Angry,"The Wrong Side Of Heaven And The Righteous Side Of Hell, Volume 1",Five Finger Death Punch,Dot Your Eyes
"0,995","0,321","158,355","0,139","0,00301","0,0000946",4,"0,429",1,240707,"0,605828918491926","0,183",0,audio_features,72GH838JaxrCA8IFcXqgXm,Angry,Hydrograd,Stone Sour,Fabuless
"0,974","0,0271","135,472","0,0648","0,00017","0,00104",4,"0,338",2,315507,"0,756310273906105","0,459",1,audio_features,5frNnyWkKzKdiKPLhkdY9L,Angry,All Hope Is Gone,Slipknot,Vendetta
"0,944","0,0625","101,078","0,0565","0,000197","0,0159",4,"0,427",7,260276,"0,717381214567072","0,248",1,audio_features,2093eVNfimjmNjU1gk1ES7,Angry,Unsainted,Slipknot,Unsainted
"0,918","0,402","94,98","0,0562","0,000522","0,00000287",4,"0,463",5,298000,"0,622658613134343","0,0955",0,audio_features,0I06mThkuprDILZBWBop5m,Angry,Roads Uncharted,Mountain Eye,Misery
"0,963","0,353","130,061","0,0744","0,000443","0,0251",4,"0,547",4,268587,"0,76409964867627","0,441",0,audio_features,7eRG7KNDIgjIk3nvykmhOT,Angry,All Hope Is Gone (10th Anniversary),Slipknot,Dead Memories
"0,92","0,111","160,23","0,0983","0,000101","0,0145",4,"0,336",4,296160,"0,508627690306437","0,285",1,audio_features,7ixYgkcd8aptv5bBAmQXYF,Angry,Smite and Ignite,Pentakill,Lightbringer
"0,946","0,164","141,517","0,0793","0,00339","0,442",4,"0,534",11,279800,"0,551632696666275","0,379",1,audio_features,1GTPxha6U7x9ElVxkQw3OK,Angry,The Fat of the Land - Expanded Edition,The Prodigy,Firestarter
"0,749","0,114","121,776","0,0356","0,00106","0,0338",4,"0,626",5,256533,"0,409920841877005","0,493",1,audio_features,2J8jdenoxkPXs44G9xcncc,Angry,Metallica,Metallica,Of Wolf And Man
"0,718","0,25","127,593","0,0343","0,0000485","0,244",4,"0,518",9,189787,"0,605689437287247","0,531",1,audio_features,5YnNWHKCJaJKwbagXDb5Uf,Angry,Black Ice,AC/DC,War Machine
"0,952","0,239","137,676","0,0913","0,000683","0,00643",4,"0,297",9,385818,"0,65508853693861","0,0721",0,audio_features,3XFaGEb6daqdj39ThpJ2XI,Angry,We Are Not Your Kind,Slipknot,Critical Darling
"0,92","0,0751","101,44","0,141","0,00197","0,00106",3,"0,408",2,225732,"0,701293800962412","0,337",1,audio_features,5KVISJL93AgXcQG0WRJ3Gq,Angry,The Nothing,Korn,Cold
"0,941","0,192","75,03","0,19","0,0172",0,4,"0,629",0,244071,"0,580630706966867","0,662",1,audio_features,4xoI8PV7UP7I8kJ2vWOwJW,Angry,Feel Good Inc. (Metal Cover),Leo,Feel Good Inc. (Metal Cover)
"0,987","0,267","139,94","0,0831","0,0000261",0,4,"0,425",8,191067,"0,773214518327542","0,368",1,audio_features,59NqKTBxIYLZOqtgWna0J0,Angry,F.E.A.R.,Papa Roach,Face Everything and Rise
"0,888","0,306","144,111","0,0987","0,000455",0,4,"0,426",0,191520,"0,651628394060843","0,387",0,audio_features,0M3adYbGtyRHACP86dey1H,Angry,That's The Spirit,Bring Me The Horizon,Throne
"0,943","0,261","163,128","0,106","0,0138",0,4,"0,512",2,265053,"0,550490717250379","0,485",0,audio_features,5wBLDkxVvclanSitx5jq8e,Angry,Swan Songs,Hollywood Undead,Undead
"0,981","0,136","109,911","0,108","0,00000846",0,4,"0,497",8,259960,"0,684699483091133","0,182",1,audio_features,4ihxQ9O2ev062rLQV9SyrN,Angry,One Day Remains,Alter Bridge,Metalingus
"0,922","0,363","132,059","0,0744","0,000247","0,388",4,"0,617",11,212347,"0,670347509172732","0,6",1,audio_features,1jq28NGw6wdtFKx8MBPy6C,Angry,Dark Horse,Nickelback,Burn It to the Ground
"0,972","0,467","192,077","0,151","0,00464",0,4,"0,337",8,181250,"0,629071485547836","0,465",1,audio_features,50kypkfAkqg0d2YXQwe7mt,Angry,To Be Loved: The Best Of Papa Roach (Explicit Version),Papa Roach,...To Be Loved
"0,988","0,362","102,077","0,128","0,0000884","0,000478",4,"0,28",8,221493,"0,617518538407372","0,337",1,audio_features,2T53qck9aYEhXtcL6GJEeX,Angry,The Sufferer & The Witness [International Version (Explicit)],Rise Against,Survive
"0,927","0,0952","135,54","0,0428","0,00000295","0,0145",4,"0,486",2,183373,"0,572466397970372","0,377",0,audio_features,75Ub3ckaoTdzgH9Azeu8cY,Angry,Rival Factions,Project 86,Evil (A Chorus Of Resistance)
"0,897","0,0881","99,977","0,076","0,00072",0,4,"0,487",5,184299,"0,523118404779689","0,513",0,audio_features,6tAUoO4WAzYOEFLDe3YsZX,Angry,Allele,Allele,Stitches
"0,942","0,182","92,967","0,0905","0,00197",0,4,"0,501",4,210027,"0,697669921927366","0,461",0,audio_features,4AVxmpwfXH7p4YyTbg9nS4,Angry,Comatose,Skillet,Falling Inside the Black
"0,836","0,331","80,661","0,0293","0,00000664","0,811",4,"0,347",2,248333,"0,459145148755074","0,703",1,audio_features,0NLawlO6diSdXO9eHnFJXO,Angry,"Good Times, Bad Times - Ten Years of Godsmack",Godsmack,The Enemy
"0,722","0,0955","90,011","0,0595","0,00389","0,661",4,"0,596",5,197853,"0,547772215655659","0,247",1,audio_features,3vBUGHfV27ivbmwHCsdfKX,Angry,Vengeance,Nonpoint,Everybody Down
"0,88","0,32","91,025","0,104","0,000275","0,000203",3,"0,57",10,206653,"0,663590255506101","0,696",0,audio_features,4TFpuAlt1nvgBTkupcNuMO,Angry,To The Pain,Nonpoint,Bullet With A Name
"0,994","0,133","160,102","0,277","0,00494","0,299",4,"0,393",3,191987,"0,71787693515038","0,0779",1,audio_features,25qtVjbFbCL53OTEijVEGW,Angry,In The Mouth Of The Young,Bullets And Octane,I Aint Your Savior
"0,834","0,309","123,6","0,0767","0,0202",0,4,"0,394",1,230707,"0,684226672765951","0,438",1,audio_features,5lIqY3Yb3bPj5z1tiUIiCJ,Angry,Black Stone Cherry,Black Stone Cherry,Lonely Train
"0,883","0,0813","90,001","0,047","0,0254",0,4,"0,604",11,245533,"0,644095107056756","0,544",0,audio_features,2tAzcTFry1OhmNERFjUR93,Angry,Blood,In This Moment,Whore
"0,887","0,268","90,578","0,0624","0,000504","0,00111",4,"0,581",4,199893,"0,656220812167043","0,724",0,audio_features,5eek2X5459T1HoYJk2CKXv,Angry,Infest,Papa Roach,Last Resort
"0,936","0,157","171,828","0,0579","0,00037","0,238",4,"0,384",2,233333,"0,647440704568815","0,474",1,audio_features,6ZqclUhrzMRTcMC4IT4ts4,Angry,WWE Forceable Entry,Our Lady Peace,Whatever
"0,993","0,474","140,018","0,111","0,0000156","0,027",4,"0,447",7,189667,"0,706154937358507","0,108",1,audio_features,07ceEXOyS7ghQkyCOycXwP,Angry,As Daylight Dies (Special Edition),Killswitch Engage,This Fire
"0,842","0,146","90,003","0,0469","0,0116","0,00127",4,"0,488",6,187347,"0,505475371359798","0,41",1,audio_features,5omWAB5iNMHvbAfBSzkdu8,Angry,Tri-polar,Sick Puppies,You're Going Down
"0,942","0,421","91,302","0,0575","0,00125","0,00000102",4,"0,438",4,317160,"0,550173920510715","0,511",0,audio_features,5w0jXRvylCbWxFrJx2H1Fl,Angry,From One,Ra,Do You Call My Name
"0,924","0,0992","91,804","0,0351","0,000678","0,00355",4,"0,498",6,247600,"0,63540408123912","0,536",1,audio_features,34pYQHRx02UM7s5DSYSE1g,Angry,More Fast And Furious,Saliva,Superstar
"0,713","0,0679","117,882","0,0342","0,000344","0,00000595",4,"0,591",6,180600,"0,4905688861018","0,449",1,audio_features,6J5u0vxPw9hivRh6iIEbhi,Angry,WWE Forceable Entry,The Union Underground,Across the Nation
"0,924","0,289","107,401","0,159","0,0143",0,4,"0,822",11,183293,"0,63745568701197","0,671",0,audio_features,3M8K6ICDqpWV9MMmczAnXV,Angry,More Fast And Furious,Benny Cassette,Watch Your Back
"0,779","0,313","99,093","0,0486","0,00184","0,0000428",4,"0,458",3,201920,"0,384060815725812","0,729",0,audio_features,7AimHQrOUoUTYbVX87D3Zl,Angry,"Camp Kill Yourself, Vol.1",CKY,96 Quite Bitter Beings
"0,83","0,139","89,342","0,0421","0,00461",0,4,"0,498",6,231480,"0,552268153006235","0,453",0,audio_features,6rUp7v3l8yC4TKxAAR5Bmx,Angry,Three Days Grace (Deluxe Version),Three Days Grace,I Hate Everything About You
"0,948","0,105","196,578","0,147","0,0104",0,3,"0,185",8,207587,"0,638851619389802","0,316",1,audio_features,1Q2fYlSdwuutWj3QplhY9q,Angry,One-X,Three Days Grace,Riot
"0,652","0,108","173,009","0,0625","0,00768","0,0000642",4,"0,274",5,288036,"0,490004422793236","0,1",0,audio_features,4HOLHB86ctpgSwWasOLD2z,Angry,Transmissions,STARSET,My Demons
"0,919","0,113","130,919","0,0798","0,00218","0,000607",4,"0,615",4,202467,"0,608275045660152","0,542",0,audio_features,1cqWEQ6TRfYr3SBNh7Ni2w,Angry,Sinner (Unlucky 13th Anniversary Deluxe Edition),Drowning Pool,Bodies
"0,921","0,818","87,938","0,0724","0,0127",0,4,"0,57",4,260787,"0,638851619389802","0,381",0,audio_features,16SytZztRqKXcBuxA4aCKa,Angry,Rise,Skillet,Rise
"0,903","0,295","143,828","0,0756","0,00125",0,4,"0,56",11,177960,"0,577430872713985","0,581",1,audio_features,4xfcKZRY6LnjfZwE5lVJp0,Angry,Tonight The Stars Revolt,Powerman 5000,When Worlds Collide
"0,991","0,41","111,983","0,165","0,000989",0,4,"0,54",1,189533,"0,698634454666799","0,192",1,audio_features,5w4QQY7P68z4Q2t441gF2V,Angry,MFZB,zebrahead,Falling Apart
"0,976","0,333","125,901","0,134","0,00000673","0,862",4,"0,479",8,178640,"0,608135001278718","0,358",1,audio_features,3kt9T7qmJO7TbBoxthaIVW,Angry,Egypt Central,Egypt Central,Taking You Down
"0,947","0,129","140,146","0,15","0,00000516","0,00233",4,"0,524",9,208867,"0,591765987614097","0,32",1,audio_features,5qt2GJ8cnHa81qBTLd9QG9,Angry,One of a Kind (Rob Van Dam),WWE,One of a Kind (Rob Van Dam)
"0,964","0,0527","90,013","0,0571","0,000328","0,0000055",4,"0,525",5,199950,"0,672124923415509","0,385",0,audio_features,77tR4iQgyQTAnhhuPik3ZP,Angry,Ungrateful (Deluxe),Escape the Fate,One For the Money
"0,98","0,319","107,779","0,0832","0,000172","0,0000016",4,"0,541",1,237693,"0,671196989659462","0,388",1,audio_features,6VOM9VW2HspbL77jPEaBxW,Angry,Red Harvest,bloodsimple,Dead Man Walking
"0,935","0,188","95,957","0,0479","0,0029","0,000359",4,"0,609",6,252400,"0,712770964612648","0,498",1,audio_features,2Pvw7sZ7cTFMihs9RxNYvD,Angry,Every Six Seconds,Saliva,Click Click Boom
"0,931","0,271","96,249","0,175","0,00516",0,4,"0,604",9,213760,"0,6818675140286","0,682",1,audio_features,1jH2IzZ7JnixFoGG6XSnpf,Angry,Chocolate Starfish And The Hot Dog Flavored Water,Limp Bizkit,Rollin' (Air Raid Vehicle)
"0,885","0,111","81,781","0,0479","0,00545",0,4,"0,493",1,198360,"0,593540010438602","0,496",1,audio_features,2Uk3wm35bjx4Jxvk2ZFLqv,Angry,The Punisher: The Album,Finger Eleven,Slow Chemical
"0,635","0,108","74,965","0,0786","0,002","0,0000184",4,"0,328",4,262689,"0,458564045367464","0,0484",1,audio_features,0wAn09ZsjRq6iMxBRhmu7F,Angry,Transmissions,STARSET,Carnivore
"0,941","0,124","95,008","0,074","0,000519","0,0000091",4,"0,489",1,220600,"0,672202309111567","0,38",1,audio_features,3alR818PhuUHGV3FftmjfW,Angry,Lead Sails Paper Anchor,Atreyu,Becoming the Bull
"0,988","0,209","75,008","0,154","0,0000845",0,4,"0,52",4,246209,"0,657885023556717","0,17",1,audio_features,4pbSB8VXWEOwzSafX8Eypt,Angry,"The Wrong Side Of Heaven And The Righteous Side Of Hell, Volume 1 (Deluxe)",Five Finger Death Punch,Lift Me Up
"0,951","0,0501","132,087","0,0547","0,00148","0,00000243",4,"0,611",8,193893,"0,667190724545922","0,571",1,audio_features,2zzUpxEBD9O6OuhY4pqJuE,Angry,Finding Beauty In Negative Spaces (Bonus Track Version),Seether,Fake It
"0,843","0,348","140,055","0,0488","0,000671","0,000803",3,"0,509",1,238400,"0,68249582652206","0,332",0,audio_features,1gyee1JuFFiP476LQpRMYU,Angry,Wonder What's Next (Expanded Edition),Chevelle,The Red
"0,896","0,189","184,981","0,117","0,000172","0,00000278",4,"0,492",4,285570,"0,511740748479888","0,534",0,audio_features,1AEYT6VxrxXPMoQUxsY0E4,Angry,Trapt,Trapt,Headstrong
"0,882","0,0452","120,994","0,109","0,00108",0,4,"0,575",11,198107,"0,609887875893558","0,581",0,audio_features,1x8r3r17cmZ1jpX7B2B8y2,Angry,The End Is Where We Begin,Thousand Foot Krutch,We Are
"0,829","0,156","108,327","0,0528","0,000291","0,00116",4,"0,683",5,190907,"0,526987118996723","0,567",0,audio_features,39sN48Q2DIbyVK8i8kkqgF,Angry,Where Do We Go From Here,Pillar,Frontline
"0,657","0,189","152,132","0,0262","0,0022",0,3,"0,446",7,250093,"0,596073754509684","0,215",1,audio_features,420JGkyLfLUZcgBHKiIK9v,Angry,Leave a Whisper (Deluxe Edition),Shinedown,45
"0,98","0,225","154,941","0,123","0,00328","0,000006",4,"0,52",5,248424,"0,656447501951699","0,342",0,audio_features,17DmJXyncq1Wg2s6tGMQyf,Angry,Lead Sails Paper Anchor,Atreyu,Blow
"0,876","0,0714","150,131","0,0316","0,0000777","0,012",4,"0,391",6,247400,"0,624022142138977","0,299",1,audio_features,3cyX3DY6dvKJjYTvjB3d2Q,Angry,WWE: Wreckless Intent,WWE,I Walk Alone (Batista)
"0,726","0,122","165,07","0,0306","0,000304",0,4,"0,475",0,204627,"0,35661532304264","0,679",1,audio_features,5g05acaiOk6ZeE7ID0Amw2,Angry,Voices: WWE the Music Vol. 9,WWE,Voices (Randy Orton) [feat. Rev Theory]
"0,989","0,111","95,008","0,143","0,0000755",0,4,"0,508",4,198040,"0,647217125084606","0,15",0,audio_features,6LYY1uIKNhs52KCmmBrLxD,Angry,The Wrong Side Of Heaven And The Righteous Side Of Hell (Volume 2),Five Finger Death Punch,Cradle To The Grave
"0,833","0,104","138,225","0,0496","0,00572","0,00000433",4,"0,519",6,310080,"0,449417521179983","0,532",0,audio_features,4f3RDq9nYPBeR1yMSgnmBm,Angry,Screaming For Vengeance Special 30th Anniversary Edition,Judas Priest,You've Got Another Thing Coming
"0,962","0,0906","94,003","0,0704","0,000233","0,109",4,"0,463",7,231573,"0,476979814119221","0,66",1,audio_features,5cxp9kjCFyJwzv3lzeX7ku,Angry,Indestructible (Deluxe Edition),Disturbed,Inside the Fire
"0,888","0,135","139,028","0,061","0,000105","0,0000895",4,"0,577",1,203293,"0,482891988249659","0,68",1,audio_features,7p0sSbjOo0c0edsfGapmHg,Angry,The Connection,Papa Roach,Still Swingin'
"0,97","0,113","161,956","0,0453","0,000108",0,4,"0,524",2,243053,"0,682024537903268","0,659",1,audio_features,5JjHr4GeuAERaa1qgsbv6A,Angry,No Fixed Address,Nickelback,Edge Of A Revolution
"0,808","0,114","95,19","0,0407","0,0000719","0,00336",4,"0,543",10,201667,"0,53186327077268","0,472",1,audio_features,2Y7QahS83QrMZLioRp82iL,Angry,The Oracle (Deluxe Edition),Godsmack,Cryin' Like A Bitch!!
"0,93","0,0787","98,959","0,0545","0,0000325","0,0193",4,"0,535",10,189320,"0,64350214665024","0,516",0,audio_features,6wDVNn4STCopwfQ9lFO2iR,Angry,Shallow Bay: The Best Of Breaking Benjamin (Explicit),Breaking Benjamin,Blow Me Away - Featuring Valora
"0,972","0,263","112,03","0,0742","0,000818",0,4,"0,495",6,166240,"0,645356962727405","0,567",1,audio_features,24mMgpGE98olsuKCxzlrJo,Angry,Versus The World,Versus The World,Forgive Me
"0,969","0,111","77,011","0,0662","0,0000903",0,4,"0,519",6,242747,"0,763835783577691","0,48",0,audio_features,0Ldlex2J63L6Dop9Pk2Rz9,Angry,Amaryllis,Shinedown,Bully
"0,962","0,108","170,023","0,0842","0,000213","0,00000231",4,"0,405",11,190133,"0,56924601627871","0,489",1,audio_features,4FthwGFz9SVZgCVqxNXsSK,Angry,Adelitas Way,Adelitas Way,Invincible
"0,879","0,328","121,989","0,0767","0,00024","0,0000896",4,"0,484",2,258893,"0,602767738727058","0,286",1,audio_features,2mMb3id4Cg7iTwz92wPrTu,Angry,Vena Sera,Chevelle,Well Enough Alone
"0,737","0,0696","177,9","0,0297","0,0000094",0,4,"0,373",1,186893,"0,544377290906648","0,565",1,audio_features,1RtnIF8uRwTLxmcR87V6Wo,Angry,Three Days Grace (Deluxe Version),Three Days Grace,Just Like You
"0,755","0,17","137,014","0,0583","0,000196","0,000141",4,"0,647",1,272977,"0,32426494398997","0,84",1,audio_features,2K7FfPBalcAQx2jMNBzlY3,Angry,Say It To My Face (Alex Riley),WWE,Say It To My Face (Alex Riley)
"0,706","0,424","89,022","0,0646","0,0000028","0,804",4,"0,527",1,229157,"0,55898480174385","0,392",0,audio_features,7lQL3c2HBuNm0CwnJcBCSS,Angry,Fight (Kevin Owens),WWE,Fight (Kevin Owens)
"0,834","0,0611","143,973","0,0557","0,000779","0,456",4,"0,621",10,218827,"0,313761751011875","0,937",0,audio_features,2aIB1CdRRG7YLBu9hNw9nR,Angry,Antichrist Superstar,Marilyn Manson,The Beautiful People
"0,967","0,264","109,03","0,0873","0,00251",0,4,"0,678",1,194868,"0,664660699071073","0,365",1,audio_features,2JKNnH7OFhyPNLF90PoEDB,Angry,Mis-An-Thrope,DED,Anti-Everything
"0,982","0,326","107,557","0,182","0,000263",0,4,"0,303",1,227312,"0,783880750947337","0,326",1,audio_features,0qLMogpL6n41qhzmFJnhfS,Angry,Disgusting,Beartooth,The Lines
"0,877","0,322","129,968","0,0395","0,00122",0,4,"0,58",1,219360,"0,617092119010015","0,614",0,audio_features,6kp8F9FpHXzjga2MeRDSG8,Angry,The Truth Is... (Special Edition),Theory of a Deadman,Bitch Came Back
"0,71","0,118","119,989","0,0275","0,0133",0,4,"0,639",1,233173,"0,424375203616083","0,378",1,audio_features,2UZtI2HUyLRzqBjodvcUmY,Angry,Wake Up Call,Theory of a Deadman,Rx (Medicate)
"0,977","0,372","174,054","0,0832","0,0000481",0,4,"0,434",1,271027,"0,703639157606842","0,518",1,audio_features,0GnU2sNVI6uP1tlmkVfiEt,Angry,World On Fire,Slash,World On Fire
"0,909","0,0443","109,649","0,0412","0,0000162","0,139",3,"0,32",7,238653,"0,588030699481163","0,21",1,audio_features,79M3Eq1q61lkeQJ1OCVEdZ,Angry,Seal The Deal & Let's Boogie,Volbeat,The Devil's Bleeding Crown
"0,916","0,174","182,131","0,0634","0,00944",0,4,"0,363",1,231200,"0,606456981510137","0,38",1,audio_features,2HjgCn2M3oMHHOIBI8FWmS,Angry,Back Into Your System (Explicit Version),Saliva,Always
"0,925","0,0624","200,149","0,184","0,0000528","0,00000106",4,"0,425",8,228200,"0,593061866400718","0,501",1,audio_features,4Yggt5XlzJMvrSuxH5F0wh,Angry,Origins Soundtrack,Treyarch,115 - Remaster
"0,933","0,373","91,054","0,0605","0,0000416",0,4,"0,468",6,225080,"0,571544434368902","0,428",0,audio_features,1JYf6yvNtRp6SdZVNXyDDs,Angry,Moving Forward In Reverse: Greatest Hits,Saliva,Raise Up
"0,997","0,347","146,336","0,12","0,0000218","0,00723",4,"0,442",1,215853,"0,795884414202066","0,303",0,audio_features,3f06ODMl8hh7f9ZhpXhNUE,Angry,Transform,Powerman 5000,Action
"0,949","0,0794","87,987","0,043","0,0000236","0,000168",4,"0,466",10,177427,"0,708027294346627","0,496",0,audio_features,20emYa8qwBYcRsUz54kkf5,Angry,unReal,My Ticket Home,Flypaper
"0,936","0,197","106,048","0,0904","0,000114","0,000255",4,"0,233",11,211227,"0,578362331783471","0,307",1,audio_features,4VtZJ726DHYGkNOAsw6Ig2,Angry,After We Go,Tantric,Chasing After
"0,979","0,129","104,84","0,225","0,0000704",0,4,"0,428",1,171107,"0,713756374631739","0,292",1,audio_features,35ZmCVnfYRdK1iLGCxNhMa,Angry,Shadow Zone (U.S. Version),Static-X,The Only
"0,756","0,319","112,092","0,0544","0,0000174","0,00665",4,"0,395",7,304373,"0,622300285169159","0,475",1,audio_features,6xXlurslWqFuyqTCBlErzX,Angry,Awake,Godsmack,Awake
"0,987","0,371","107,974","0,0765","0,000133","0,0000238",4,"0,567",4,181427,"0,625964926648539","0,383",1,audio_features,44M12pkcMqqdbNNooHCZ6C,Angry,Lifelines,I Prevail,Come And Get It
"0,96","0,109","126,02","0,07","0,00169","0,000997",4,"0,657",5,186067,"0,666499764044261","0,567",0,audio_features,5bU4KX47KqtDKKaLM4QCzh,Angry,Life,Dope,Die MF Die
"0,975","0,42","154,059","0,0575","0,000136","0,827",4,"0,518",8,220267,"0,600827773647671","0,32",1,audio_features,4eNnMvUrSu2TRpySjVC0Pv,Angry,Hellbilly Deluxe,Rob Zombie,Superbeast
"0,916","0,126","118,004","0,0387","0,000297","0,0259",4,"0,58",3,305907,"0,605480275689862","0,683",0,audio_features,5anCkDvJ17aznvK5TED5uo,Angry,Hail to the King,Avenged Sevenfold,Hail to the King
"0,995","0,241","185,985","0,12","0,000076","0,00589",4,"0,369",0,250253,"0,742677043714698","0,27",0,audio_features,3a9urnht8HvfFzPwd0ipx6,Angry,As Daylight Dies (Special Edition),Killswitch Engage,Holy Diver
